name,email,address,user_type,user_lat_lng,user_postcode,user_id
Travis Estrada,ucervantes@yahoo.com,"Löwerweg 1
98613 Hansestadttralsund",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8a60>],10777,506
Connor Lane,hudsonthomas@yahoo.com,"Davidsplatz 3
94391 Mühlhausen",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8a00>],10587,507
Ronald Rodriguez,brownjohn@yahoo.com,"Weimerweg 0/0
35532 München",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8a30>],13599,508
Tracy Hill,bridgesandrea@fritz.net,"Gutknechtplatz 1
62229 Grafenau",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8cd0>],10715,509
Pamela Morse,petersonjames@harrison-ferguson.com,"Manuel-Tlustek-Ring 02
58735 Hagenow",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8c10>],10587,510
Tracey Carter,vasqueztony@jackson.com,"Carmine-Wesack-Allee 37
59718 Burglengenfeld",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8c40>],13127,511
Albert Gibson,iharris@lamb-campos.org,"Klemmring 0
42424 Mayen",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8bb0>],10709,512
Greg Estrada,sarahrobinson@gaines.org,"Preißplatz 9
04955 Bitterfeld",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8df0>],12051,513
Andrew Miller,wardbetty@yahoo.com,"Edward-Schuster-Platz 4
55785 Gardelegen",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8dc0>],10967,514
Richard Morrison,brownnicolas@burton.biz,"Jana-Schmidt-Straße 89
53409 Hersbruck",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8ee0>],10711,515
David Yates,breannacruz@hotmail.com,"Thanelplatz 0/3
91093 Schwerin",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8e50>],10965,516
Carol Calderon,zcooke@ford.info,"Meisterallee 6/9
66064 Worbis",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8e80>],10557,517
Kurt Turner,tiffanythomas@yahoo.com,"Romuald-Gorlitz-Allee 4/0
07005 Bamberg",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9030>],10999,518
Paul Scott,sarah56@thomas-perez.org,"Juri-Lange-Ring 537
71859 Dinslaken",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8d60>],13159,519
Angel Blankenship,smithcrystal@gibbs.com,"Asta-Döring-Straße 7/1
37087 Hannoversch Münden",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9090>],10249,520
Stacey Roy,nmendoza@hotmail.com,"Hillergasse 1
78223 Lemgo",giver,[<shapely.geometry.point.Point object at 0x7fb7314f90c0>],10437,521
Hector Lopez,autumnwilcox@odom.net,"Putzring 07
51618 Ribnitz-Damgarten",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8b80>],12629,522
Kelly Castaneda,johnsonnancy@norton.com,"Joerg-Kaul-Weg 4
13449 Königs Wusterhausen",giver,[<shapely.geometry.point.Point object at 0x7fb7314f9180>],10777,523
Miguel Barrett,brianfarrell@morgan.com,"Karl-Rose-Straße 6
88555 Kulmbach",giver,[<shapely.geometry.point.Point object at 0x7fb7314f9270>],12439,524
Mary Zuniga,ytucker@yahoo.com,"Ferenc-Faust-Weg 875
33454 Neustadt am Rübenberge",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9240>],10365,525
Steve Rosario,andersonashley@hernandez.com,"Thilo-Köster-Gasse 446
29641 Bersenbrück",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8d00>],13156,526
Dr. Rebecca Kirby MD,zwilson@gmail.com,"Mara-Klemt-Allee 0
38401 Worbis",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9300>],13409,527
Stephen Fox,jwaters@hotmail.com,"Beckerallee 8/2
01973 Kassel",looker,[<shapely.geometry.point.Point object at 0x7fb7314f92a0>],13587,528
Ryan Villanueva,fwhite@lee.com,"Alla-Seifert-Gasse 4
22438 Weißwasser",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9450>],13088,529
Michelle Lucero,michaelmills@watson-page.com,"Tülay-Seip-Ring 22
33811 Naila",giver,[<shapely.geometry.point.Point object at 0x7fb7314f94b0>],12559,530
Angela Bennett,jamesball@french.info,"Cichoriusplatz 511
54215 Schongau",looker,[<shapely.geometry.point.Point object at 0x7fb7314f93c0>],14197,531
Susan Patterson,katherine99@hotmail.com,"Andree-Hartmann-Platz 72
66091 Olpe",looker,[<shapely.geometry.point.Point object at 0x7fb7314f94e0>],13347,532
Chase Carter,davischad@gmail.com,"Elmar-Benthin-Platz 717
14225 Backnang",giver,[<shapely.geometry.point.Point object at 0x7fb7314f9480>],12619,533
Justin Chan,erin31@gmail.com,"Pruschkeallee 7/9
34689 Sulzbach-Rosenberg",giver,[<shapely.geometry.point.Point object at 0x7fb7314f9360>],12683,534
Jeffery Odonnell,alexandra30@yahoo.com,"Ortmannallee 3
26840 Sömmerda",giver,[<shapely.geometry.point.Point object at 0x7fb7314f95d0>],12051,535
Jason Gonzalez,brandymartinez@hotmail.com,"Winklerweg 6/3
08595 Uelzen",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9000>],12203,536
Lisa Franklin,jeffreycopeland@yahoo.com,"Röhrichtstr. 6
97501 Mellrichstadt",looker,[<shapely.geometry.point.Point object at 0x7fb7314f96f0>],13086,537
Stephen Moreno,swagner@hotmail.com,"Dora-Scholl-Platz 0/3
55496 Feuchtwangen",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9660>],14052,538
Ann Barajas,orusso@martin.com,"Davidsplatz 4
20219 Genthin",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9870>],10317,539
Nicholas Esparza,jacob47@yahoo.com,"Rörrichtstr. 93
41659 Marienberg",giver,[<shapely.geometry.point.Point object at 0x7fb7314f9720>],13051,540
Luis Foster,william24@mercado.com,"Carstenallee 23
88431 Niesky",giver,[<shapely.geometry.point.Point object at 0x7fb7314f9930>],10969,541
Wendy Smith,richardmorrison@mendoza.com,"Dussen vanplatz 0
06601 Passau",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9900>],12099,542
David Meza,richardsonallison@hall-beck.com,"Dusan-Trupp-Gasse 8/2
05499 Emmendingen",giver,[<shapely.geometry.point.Point object at 0x7fb7314f91e0>],12524,543
Michael Thomas,mary18@gmail.com,"Raymund-Schweitzer-Ring 583
26730 Siegen",looker,[<shapely.geometry.point.Point object at 0x7fb7314f98d0>],10119,544
Vanessa Sanchez,brianjackson@gmail.com,"Bienstraße 59
88268 Merseburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9810>],13403,545
Jacob Bishop,jstein@hotmail.com,"Bohlanderplatz 16
30961 Hansestadttralsund",giver,[<shapely.geometry.point.Point object at 0x7fb7314f98a0>],13405,546
Marie Owens,cynthia10@hotmail.com,"Dirk-Atzler-Platz 644
47776 Reutlingen",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9960>],10243,547
Christopher Jones,timothy13@hotmail.com,"Geißlerstr. 61
80352 Wesel",giver,[<shapely.geometry.point.Point object at 0x7fb7314f9a50>],13507,548
Margaret Conner,chapmanmelissa@hotmail.com,"Schmidtstr. 0/8
20341 Eichstätt",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9ae0>],12489,549
Kelly Cantu,wilsonrachel@hotmail.com,"Täscheallee 536
89002 Schwarzenberg",giver,[<shapely.geometry.point.Point object at 0x7fb7314f9bd0>],12439,550
Jessica Hernandez,kevin00@gmail.com,"Bolanderring 545
08495 Höxter",giver,[<shapely.geometry.point.Point object at 0x7fb7314f9ab0>],10627,551
Brandi Hernandez,stephanie65@gmail.com,"Katrin-Radisch-Ring 76
25987 Brandenburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314f9b40>],13057,552
Melvin Flores,alexandraklein@palmer.org,"Albina-Weinhage-Allee 958
43800 Belzig",giver,[<shapely.geometry.point.Point object at 0x7fb7314f9c30>],12623,553
Caitlin Soto,hutchinsonanthony@riddle.org,"Manfred-Conradi-Allee 612
89813 Eisleben",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9b10>],12589,554
Hannah Franklin,floressheryl@phillips-stevens.biz,"Betina-Zänker-Gasse 08
16515 Schlüchtern",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9d20>],10405,555
Wendy Terry,nchavez@snyder-morton.info,"Hartunggasse 8
96654 Haldensleben",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9cc0>],12101,556
Jacob Gomez,lwright@yahoo.com,"Kabusplatz 429
25377 Böblingen",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9c00>],10969,557
Adam Duke,brian60@gmail.com,"Irmhild-Hörle-Ring 580
36258 Groß-Gerau",giver,[<shapely.geometry.point.Point object at 0x7fb7314f9ea0>],12435,558
Joseph Mccarthy,matthewsanchez@hotmail.com,"Michaele-Junken-Weg 5/7
90647 Lippstadt",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9e10>],12057,559
Adam Edwards,eric65@brown.biz,"Wernerstr. 00
24282 Olpe",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa050>],12621,560
Kevin Johnson,davilaaaron@hotmail.com,"Maurice-Seifert-Straße 522
69683 Dresden",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9f90>],12169,561
Robert Johnson,kevin99@gmail.com,"Dirk-Rogge-Gasse 8
77882 Passau",looker,[<shapely.geometry.point.Point object at 0x7fb7314f9d80>],14199,562
Brian Cole,torreskimberly@reid.com,"Gutknechtweg 91
80508 Hersbruck",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa080>],12347,563
Tammy Turner,fday@hotmail.com,"Cora-Mentzel-Platz 3/5
73910 Höxter",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa0e0>],12689,564
Paul Crawford,torresdavid@cohen.com,"Steyweg 183
62040 Brand",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa140>],13359,565
Lauren Smith,nataliewilliams@fernandez.com,"Fritz-Hahn-Ring 8
15078 Stadtroda",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa230>],13359,566
Michelle Ward,bergronald@hotmail.com,"Miesstraße 2
25153 Erbisdorf",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa1a0>],10319,567
Sarah Murphy,ocarlson@hernandez.info,"Wesackstr. 3/1
89206 Genthin",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa350>],10825,568
Christopher Morris,molinayolanda@hawkins.com,"Mülichenweg 0
79021 Zschopau",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa290>],13055,569
Mary Bowen,dhill@gmail.com,"Reinhardtweg 6/2
10083 Chemnitz",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa200>],10997,570
Casey Jones,tiffanyrodriguez@hotmail.com,"Holtstr. 5
99529 Eisleben",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa2f0>],12687,571
Sandra Wells,higginssusan@gmail.com,"Lucia-Freudenberger-Weg 0
86698 Wolfach",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa410>],10243,572
Morgan Nguyen,sharonhudson@gmail.com,"Semra-Hethur-Weg 40
22657 Mainburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa440>],12159,573
Dustin Price,matthewjames@hotmail.com,"Kambsstr. 4
12951 Höxter",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa4a0>],10717,574
Cody Gibson,michellesteele@hotmail.com,"Schwitalplatz 3/1
38376 Wismar",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa260>],13127,575
David Hale,hkelley@smith-lopez.com,"Eigenwilliggasse 10
43462 Gütersloh",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa530>],13059,576
Vincent Lawrence,bullockanthony@hotmail.com,"Benderstr. 3
27203 Freudenstadt",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa1d0>],12055,577
Justin Johnson,crosbynancy@spencer-reyes.com,"Waldtraut-Drubin-Weg 090
34731 Celle",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa650>],10779,578
James Miles,droberts@shelton.org,"Mendegasse 4/1
08359 Kleve",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa770>],12587,579
Heidi Benson,nealmichael@bennett-hampton.com,"Gülsen-Binner-Straße 4
07505 Bergzabern",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa680>],13437,580
Susan Salas,seanlee@jones.com,"Roggestraße 7
58571 Schmölln",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa7a0>],12355,581
Ashley Rollins,ashley95@gmail.com,"Reni-Pohl-Ring 42
90051 Cottbus",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa560>],14197,582
Matthew Hudson,barrmichael@james.com,"Janette-Baum-Platz 105
94162 Stadtroda",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa740>],14089,583
Ethan Sampson,nicholassalinas@bishop.com,"Junitzallee 95
03102 Schwabmünchen",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa380>],12555,584
Paula Porter,michaelbarker@hotmail.com,"Etzlerstr. 3
63165 Erbisdorf",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa860>],13627,585
Paul Burton,lthompson@kelly.net,"Wendering 50
05432 Sankt Goar",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa5c0>],12169,586
Deborah Whitney,zmayo@hotmail.com,"Römerallee 56
06457 Warendorf",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa8c0>],13353,587
Sharon Landry DVM,ihoffman@hotmail.com,"Hamannring 775
25878 Hohenmölsen",giver,[<shapely.geometry.point.Point object at 0x7fb7314faa70>],14109,588
Danny Wall,garciaisaiah@yahoo.com,"Daniela-Atzler-Straße 8/3
05801 Forchheim",giver,[<shapely.geometry.point.Point object at 0x7fb7314faa10>],12559,589
Lisa Williamson,cclark@hotmail.com,"Nadia-Hofmann-Gasse 079
78409 Melle",looker,[<shapely.geometry.point.Point object at 0x7fb7314fa9b0>],13509,590
Yvonne Lewis,bensonrebecca@hotmail.com,"Curt-Salz-Weg 82
09131 Lichtenfels",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa920>],13503,591
Jessica Mitchell,barkerjennifer@jones.com,"Jutta-Eberth-Weg 6/6
34118 Tuttlingen",giver,[<shapely.geometry.point.Point object at 0x7fb7314faaa0>],12629,592
Kristi Henderson,brian88@yahoo.com,"Tlustekplatz 09
67275 Rehau",giver,[<shapely.geometry.point.Point object at 0x7fb7314fa9e0>],13057,593
Bradley Cook,vmorse@gmail.com,"Helmtrud-Schönland-Straße 919
66273 Strausberg",giver,[<shapely.geometry.point.Point object at 0x7fb7314fabc0>],10318,594
Jeffrey Knight,rodriguezkimberly@yahoo.com,"Fischerplatz 67
29964 Senftenberg",giver,[<shapely.geometry.point.Point object at 0x7fb7314fad10>],12169,595
David Webster,odomamy@price.com,"Kühnertgasse 6
11019 Rastatt",looker,[<shapely.geometry.point.Point object at 0x7fb7314fad70>],12357,596
Matthew Hansen,mackenzieproctor@mendez.org,"Ulla-Bauer-Platz 536
81001 Luckau",giver,[<shapely.geometry.point.Point object at 0x7fb7314fad40>],12439,597
Maria Hart,aprilclark@walker.com,"Albersweg 593
92344 Görlitz",looker,[<shapely.geometry.point.Point object at 0x7fb7314fac80>],10245,598
Stephanie Figueroa,griffinanthony@hotmail.com,"Peer-Rose-Allee 2/0
79948 Wetzlar",looker,[<shapely.geometry.point.Point object at 0x7fb7314fab90>],10315,599
Robert Page,pweiss@gmail.com,"Svea-Mende-Weg 054
63109 Burgdorf",giver,[<shapely.geometry.point.Point object at 0x7fb7314fada0>],13465,600
John Gross DDS,kevinmartinez@yahoo.com,"Gabriele-Neureuther-Platz 95
57373 Eichstätt",giver,[<shapely.geometry.point.Point object at 0x7fb7314facb0>],13593,601
Alexander Pierce,wrightstephen@garner-lee.com,"Weihmannallee 0/0
60999 Sonneberg",giver,[<shapely.geometry.point.Point object at 0x7fb7314fac20>],12103,602
Scott Gross,pblanchard@trujillo.com,"Janine-Fliegner-Gasse 7
60607 Magdeburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb070>],12205,603
Brian Reynolds,gallegosjasmine@gmail.com,"Elwira-Mies-Gasse 9/5
64323 Oschatz",giver,[<shapely.geometry.point.Point object at 0x7fb7314fafb0>],13469,604
Valerie Brown,reynoldsshelby@long-yates.com,"Hofmannstr. 48
74113 Seelow",giver,[<shapely.geometry.point.Point object at 0x7fb7314fab60>],13593,605
Michael Brown,marissa43@gmail.com,"Carmine-Loos-Platz 8/5
60804 Altötting",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb040>],12057,606
Brittany Williams,leah32@yahoo.com,"Aloisia-Pergande-Platz 972
26869 Einbeck",giver,[<shapely.geometry.point.Point object at 0x7fb7314faf20>],10781,607
Shannon Boyle,heidiponce@martin.net,"Netteweg 10
72663 Hohenmölsen",looker,[<shapely.geometry.point.Point object at 0x7fb7314faf50>],12559,608
Cindy Knox,ycarey@randolph.com,"Ada-Kroker-Platz 160
82357 Kyritz",looker,[<shapely.geometry.point.Point object at 0x7fb7314fb2b0>],12347,609
Marcus Stevenson,christopherbooth@james.com,"Regine-Hethur-Weg 0
34045 Günzburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb1f0>],12681,610
Kenneth Lewis,harrisonrachel@hotmail.com,"Ehrenfried-Stumpf-Gasse 4
64636 Aue",giver,[<shapely.geometry.point.Point object at 0x7fb7314faf80>],13055,611
Jacob Perez,donald18@williams.biz,"Gorlitzallee 635
74898 Zossen",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb220>],12309,612
Micheal Perez,yoderjennifer@hotmail.com,"Wilmsgasse 197
42368 Gütersloh",looker,[<shapely.geometry.point.Point object at 0x7fb7314fb3d0>],12167,613
Olivia Hanson,aguilarcaitlin@robertson.biz,"Andrei-Bloch-Straße 69
48062 Osterburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb160>],12357,614
Randy Chung,shawna17@hotmail.com,"Hettnerring 0
57484 Neu-Ulm",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb1c0>],12279,615
Jose Martinez,lewisjoshua@hotmail.com,"Conrad-Keudel-Straße 4/7
83882 Hofgeismar",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb400>],12437,616
Mark Rubio,owensdeborah@friedman-harding.biz,"Karl-Werner-Höfig-Gasse 2/4
61267 Miesbach",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb4f0>],10967,617
Angela Phelps,kimberly85@hotmail.com,"Römerstraße 98
23477 Prenzlau",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb490>],12459,618
Joshua Park,karenrodriguez@grant.com,"Elke-Fischer-Straße 65
54504 Lichtenfels",looker,[<shapely.geometry.point.Point object at 0x7fb7314fb580>],12559,619
Michael Miller,sheila41@gmail.com,"Heribert-Kitzmann-Ring 0/6
58692 Sömmerda",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb4c0>],12679,620
Harold Smith,gonzalezdavid@bowen.net,"Freddy-Schinke-Ring 4
81155 Ebern",looker,[<shapely.geometry.point.Point object at 0x7fb7314fb520>],14199,621
Sarah Robinson,aguilarmatthew@yahoo.com,"Kranzgasse 808
17097 Berlin",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb640>],12587,622
Carl Randall,lbrown@gmail.com,"Nergerstraße 8
12110 Bützow",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb6d0>],13156,623
Roger Meyers,michael53@phillips.org,"Textorstr. 55
56105 Lemgo",looker,[<shapely.geometry.point.Point object at 0x7fb7314fb850>],10827,624
David Ferguson,andre33@gmail.com,"Zänkergasse 7
83252 Rochlitz",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb610>],12047,625
David Moore,mcdanielnancy@moyer-parks.com,"Gesine-Hande-Weg 8/3
53228 Bernburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314fb7f0>],10625,626
Tracy West,browndavid@gmail.com,"Koch IIring 16
29373 Eichstätt",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb7c0>],14050,627
Amanda Riley,gregory28@harris-santiago.org,"Nick-Pölitz-Allee 2
35411 Schleiz",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb760>],14197,628
Rachel Branch,everettanthony@gmail.com,"Stumpfstr. 2
30661 Greiz",looker,[<shapely.geometry.point.Point object at 0x7fb7314fb9d0>],12526,629
Bradley Klein,taylorwalker@powers.com,"Fritschring 63
34790 Badalzungen",giver,[<shapely.geometry.point.Point object at 0x7fb7314fba30>],10997,630
Jennifer Davis,billy62@wagner.com,"Wigbert-Löwer-Gasse 285
93715 Meißen",looker,[<shapely.geometry.point.Point object at 0x7fb7314fb8b0>],10827,631
Tracey Levy,dianahodge@hotmail.com,"Miodrag-Dörschner-Platz 0
20739 Lichtenfels",looker,[<shapely.geometry.point.Point object at 0x7fb7314fbaf0>],13357,632
Kimberly Ross PhD,ehouston@todd.com,"Alexandra-Klotz-Allee 1/0
28638 Uelzen",looker,[<shapely.geometry.point.Point object at 0x7fb7314fba00>],12687,633
Tara Copeland,aaronrojas@yahoo.com,"Sinaida-Gertz-Allee 774
09963 Burg",giver,[<shapely.geometry.point.Point object at 0x7fb7314fb940>],13629,634
Cynthia Wheeler MD,daniel86@archer.biz,"Heinz-Josef-Grein Groth-Weg 0
73123 Euskirchen",looker,[<shapely.geometry.point.Point object at 0x7fb7314fba90>],13507,635
Steven Jones,patrickduncan@rodriguez.com,"Ritterweg 6
01260 Mayen",looker,[<shapely.geometry.point.Point object at 0x7fb7314fbbb0>],10629,636
Frank Martinez,jennifer13@evans.com,"Ruthild-Scholl-Gasse 63
25797 Gifhorn",looker,[<shapely.geometry.point.Point object at 0x7fb7314fbd30>],10965,637
Bradley Cortez,jimmy53@marshall.info,"Georgia-auch Schlauchin-Gasse 44
59130 Feuchtwangen",giver,[<shapely.geometry.point.Point object at 0x7fb7314fbd90>],12045,638
Jeffrey May,lucerocharles@reeves.biz,"Hethurstraße 66
17032 Mayen",giver,[<shapely.geometry.point.Point object at 0x7fb7314fbb80>],10967,639
Michael Armstrong,kyleconley@yahoo.com,"Steinbergallee 34
49814 Neu-Ulm",looker,[<shapely.geometry.point.Point object at 0x7fb7314fbc70>],12526,640
Nicole Cunningham,ythompson@hotmail.com,"Ruthild-Hoffmann-Gasse 552
23447 Tecklenburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314fbbe0>],12165,641
Diana Fernandez,wilsonstephanie@saunders.com,"Seipgasse 41
50037 Nördlingen",giver,[<shapely.geometry.point.Point object at 0x7fb7314fbdc0>],10247,642
Joan Stevens,mistylynch@morgan.org,"Weitzelweg 311
56920 Auerbach",looker,[<shapely.geometry.point.Point object at 0x7fb7314fbe80>],13599,643
Heather Nguyen,sramirez@johnston-murphy.org,"Nadia-Löwer-Ring 1
32788 Roth",looker,[<shapely.geometry.point.Point object at 0x7fb7314fbe50>],12439,644
Kenneth Stewart,mparker@walker.com,"Döringstraße 4
82442 Plauen",looker,[<shapely.geometry.point.Point object at 0x7fb7314fbfd0>],14052,645
Jason Larson,hallchristopher@williams.com,"Trappstraße 727
65622 Lüdinghausen",giver,[<shapely.geometry.point.Point object at 0x7fb7314fbfa0>],12159,646
Rebecca Johnson,martinezderek@rodriguez.com,"Elizabeth-Schottin-Weg 312
70152 Groß-Gerau",looker,[<shapely.geometry.point.Point object at 0x7fb7314fbc40>],12679,647
Ashley Mcgee,coxsharon@hotmail.com,"Mohauptstraße 2
90780 Bremervörde",giver,[<shapely.geometry.point.Point object at 0x7fb7314fbf40>],13407,648
Nicole Jacobs,zsteele@hotmail.com,"Kohlstr. 9
22630 Rothenburg ob der Tauber",looker,[<shapely.geometry.point.Point object at 0x7fb7314fbdf0>],10963,649
Samuel Thomas,kathrynpeters@gmail.com,"Gnatzring 092
25551 Ahaus",giver,[<shapely.geometry.point.Point object at 0x7fb731510100>],12347,650
Julie Daniel,amoore@ross-mccall.com,"Grafweg 313
08486 Wolfach",looker,[<shapely.geometry.point.Point object at 0x7fb731510070>],12305,651
Melinda Garcia,taylor72@mitchell.biz,"Nadin-Rose-Straße 4/8
94916 Hansestadttralsund",giver,[<shapely.geometry.point.Point object at 0x7fb731510310>],10969,652
Jonathan Jones,judy48@hotmail.com,"Wiekweg 00
53065 Lübben",looker,[<shapely.geometry.point.Point object at 0x7fb7315100d0>],14050,653
Miranda Smith,lcarter@bradford.com,"Magda-Schleich-Gasse 1
53017 Leipziger Land",looker,[<shapely.geometry.point.Point object at 0x7fb7315103d0>],13403,654
Karen Palmer,amycarney@waller-baker.biz,"Gotthilf-Hermighausen-Weg 13
78132 Zerbst",looker,[<shapely.geometry.point.Point object at 0x7fb731510370>],10629,655
Darlene Carr,mike18@yahoo.com,"Walterstraße 069
33630 Soltau",giver,[<shapely.geometry.point.Point object at 0x7fb7315102b0>],13088,656
Samantha Mullen,wandaoconnell@gmail.com,"Antoinette-Weihmann-Gasse 1/7
57969 Waren",looker,[<shapely.geometry.point.Point object at 0x7fb731510490>],13156,657
Jordan Carroll,meganmartin@melendez.info,"Warmerallee 8/3
73265 Bad Mergentheim",looker,[<shapely.geometry.point.Point object at 0x7fb7315103a0>],13355,658
Destiny West,kphillips@cunningham.net,"Bauergasse 127
09351 Miltenberg",giver,[<shapely.geometry.point.Point object at 0x7fb7315105b0>],13187,659
Bryan Martin,darrellmayer@ray-adkins.com,"Rustplatz 4
30241 Northeim",looker,[<shapely.geometry.point.Point object at 0x7fb731510220>],14050,660
Mark Murphy,hlee@gmail.com,"Stadelmannplatz 253
99773 Herford",giver,[<shapely.geometry.point.Point object at 0x7fb7315101f0>],14163,661
Teresa Clayton,hmoore@wright.biz,"Ivo-Gieß-Allee 52
95152 Rottweil",looker,[<shapely.geometry.point.Point object at 0x7fb7315106d0>],12351,662
Dana Luna,fuenteskrista@gmail.com,"Randolf-Wähner-Straße 0/1
14061 Lichtenfels",giver,[<shapely.geometry.point.Point object at 0x7fb731510670>],12459,663
James Roberts,vnelson@yahoo.com,"Wilmsenring 8
53301 Bayreuth",looker,[<shapely.geometry.point.Point object at 0x7fb7315104f0>],10999,664
Lori Griffin,terrymary@hotmail.com,"German-Pölitz-Straße 416
61740 Rochlitz",giver,[<shapely.geometry.point.Point object at 0x7fb731510520>],14197,665
Joshua Meyers,mendozajennifer@gross-kim.net,"Löfflerweg 882
92560 Ludwigslust",giver,[<shapely.geometry.point.Point object at 0x7fb731510790>],12203,666
Thomas Price,rhondacarney@beasley.org,"Barthstraße 7
53270 Schwerin",looker,[<shapely.geometry.point.Point object at 0x7fb731510640>],12357,667
Veronica Lawrence,nelsonbrittney@lynn.com,"Faustweg 1
98801 Marienberg",giver,[<shapely.geometry.point.Point object at 0x7fb731510580>],10585,668
Gabrielle Knight,ryan62@bartlett-adams.net,"Birgitta-Höfig-Weg 0
56900 Sömmerda",looker,[<shapely.geometry.point.Point object at 0x7fb731510880>],13591,669
Tiffany Weaver,natashaward@lewis.com,"Hornichring 9/4
32547 Wolfach",giver,[<shapely.geometry.point.Point object at 0x7fb7315108e0>],12589,670
Sarah Ruiz,robertwalker@morgan.com,"Ulla-Vogt-Straße 73
02692 Jüterbog",giver,[<shapely.geometry.point.Point object at 0x7fb731510940>],13585,671
Susan Perez,rose80@escobar.com,"Dörschnerweg 0
99542 Kötzting",giver,[<shapely.geometry.point.Point object at 0x7fb7315106a0>],10777,672
Edwin Smith,zmoore@gmail.com,"Arno-Beyer-Platz 1
15251 Badibling",looker,[<shapely.geometry.point.Point object at 0x7fb731510a90>],10315,673
Kristin Martinez,comptonstacy@jackson-pierce.com,"Isabel-auch Schlauchin-Platz 894
29166 Jessen",giver,[<shapely.geometry.point.Point object at 0x7fb731510af0>],10435,674
